gene	stage0	stage1	stage2	stage3
NTM	0.1493056	0.23620534	0.12885974	0.15875623
GPC5	0.16284315	0.24723789	0.2733301	0.19390513
CFAP299	0.11315632	0.16404714	0.17856616	0.18349628
SCGB1A1	0.5388328	0.622965	0.63526917	0.5663286
BPIFB1	0.100315675	0.40209037	0.3078929	0.3950817
CPA6	0.048298575	0.25988984	0.12537786	0.16242957
NRG1	0.2610762	0.2553546	0.15248471	0.40918794
TMEM132D	0.0709376	0.06391065	0.15647414	0.1922004
MACROD2	0.1865785	0.19579546	0.16002472	0.12801224
PKN2-AS1	0.08964489	0.26335397	0.30496973	0.17398268
AC004470.2	0.094096676	0.19860469	0.07649859	0.13488369
AGBL4	0.14525257	0.15084721	0.1889496	0.18362439
TNC	0.048368983	0.23644227	0.24233498	0.3413317
LRRK2	0.1991895	0.21350433	0.14910756	0.19531043
PTPRT	0.10437849	0.19589946	0.21724342	0.123034
PCSK2	0.11522148	0.05108116	0.061513618	0.12895927
EREG	0.0862367	0.20601358	0.081541866	0.15050498
DNAH12	0.14699565	0.19035704	0.1604486	0.20136786
AGBL1	0.20704429	0.1405855	0.15896642	0.17379014
NCKAP5	0.6611084	0.69399315	0.4935736	0.5473805
NELL1	0.05931747	0.0013490116	0.08312134	0.18190558
CCDC141	0.13840505	0.14212394	0.08499421	0.13330114
SCGB3A1	0.36286503	0.6881315	0.5288356	0.47543374
MGC27382	0.10778135	0.18286036	0.1598614	0.122285895
SFTPC	0.35474637	0.25339046	0.30391884	0.3535879
RIMS1	0.19379053	0.24692409	0.15598413	0.26232925
TP63	0.2532154	0.42043188	0.40712696	0.41884157
ELN	0.16148394	0.39136487	0.26763105	0.35864064
RP1	0.15588258	0.21067071	0.14345251	0.17897706
TMEM163	0.14868465	0.13067794	0.12174553	0.1849364
ZNF385B	0.20144093	0.21139646	0.14456779	0.14262421
AC112770.1	0.019501355	0.004017352	0.04978958	0.22549307
KCNQ5	0.6789377	0.862394	0.9592433	0.72466785
DLGAP1	0.10445572	0.19377916	0.23866397	0.17334728
SERPINE1	0.107424535	0.33206114	0.3400145	0.39625812
CDH2	0.0012362716	0.0	0.080986895	0.44416383
DNAH9	0.10137125	0.19776271	0.19607215	0.11611936
SCEL	0.21286054	0.28507894	0.1329301	0.17475815
LRRIQ1	0.12516691	0.30816168	0.16897531	0.21535061
NEK10	0.13189782	0.17400184	0.15130506	0.2379452
PLD5	0.032000605	0.063847214	0.0857438	0.40058845
HPSE2	0.081698015	0.20725048	0.26498458	0.4142222
FRMD5	0.078908354	0.08683321	0.256848	0.2719637
AC046195.1	0.08233896	0.06262175	0.17967173	0.047384445
TMEM232	0.20434105	0.25589174	0.21289058	0.17725644
CCL21	0.028394537	0.15267052	0.014748733	0.09352744
IGHD	0.041116267	0.17977066	0.17723207	0.08566596
PRB4	0.0009237514	0.22903012	0.5938544	0.0014351347
ACOXL	0.19078958	0.15017383	0.1414871	0.12703255
DKK2	0.049578115	0.05202407	0.083895266	0.13403226
LRRTM4	3.8963244	3.492707	3.4296174	2.6487253
SFTPB	0.20189965	0.20458055	0.29383373	0.22673945
KCNIP4	0.1360578	0.12949765	0.13769908	0.17894825
CEMIP	0.1047611	0.07123541	0.18425499	0.1934773
LINC02388	0.11669923	0.064554125	0.14783572	0.30005962
P3H2	0.122250825	0.117854826	0.15514919	0.12577355
NEAT1	0.11909367	0.045900006	0.08977866	0.08089569
PGC	0.08603464	0.16984214	0.08730526	0.23153181
SYT14	0.043233495	0.073637836	0.025224844	0.21653965
ZPLD1	0.051608298	0.0023360373	0.13513486	0.068701245
CMAHP	0.35570917	0.36142182	0.3613165	0.39708304
LINC01811	0.17840907	0.11947085	0.26255235	0.079696625
ITGA2	0.0899841	0.2256831	0.24561164	0.5034402
COL8A1	0.1313604	0.2488185	0.13337633	0.21211258
TTN	0.36114302	0.27892432	0.22853865	0.21459478
SPAG16	0.22504726	0.25616407	0.3040246	0.32306463
CDHR3	0.1082883	0.21505822	0.25412774	0.22467698
CPM	0.67220706	0.63936955	0.7420157	0.5771068
PACRG	0.1280186	0.15136968	0.18289444	0.17632663
LYZ	0.19257273	0.3401436	0.46847093	0.23960973
ANK3	0.13054596	0.18289515	0.16872077	0.12643847
ABCA3	0.15147355	0.14064339	0.10096995	0.07153366
ADAMTSL1	0.112054594	0.27743214	0.15141518	0.24503072
DCDC1	0.14079495	0.19636507	0.12135295	0.15321146
CDC20B	0.069695756	0.1581319	0.12670386	0.088226326
KIF26B	0.04245559	0.12787086	0.20101516	0.38498995
LINC02889	0.15611172	0.24742362	0.1622437	0.20607293
GDF15	0.012851931	0.31459013	0.0012147661	0.14485498
MEGF9	0.2401294	0.18467271	0.12804163	0.21609582
ACTG2	0.5082556	0.6852193	0.72453195	0.82588154
KHDRBS2	0.09146849	0.07876109	0.049828116	0.114535205
PRB3	0.0862165	0.28011325	0.37013978	0.052822895
SFTPA1	0.2713179	0.3530316	0.16835882	0.18657161
MIR924HG	0.095485374	0.07591868	0.13624364	0.22831239
AC007368.1	0.0019055817	0.11866533	0.12625527	0.3335666
PDE4D	0.138205	0.07469266	0.16103457	0.08334076
LINC01705	0.01389045	0.0020939447	0.0062806974	0.06316842
CFAP54	0.15389828	0.212784	0.20547186	0.20625468
TIMP3	0.24900715	0.2471106	0.29782102	0.28226328
