gene	stage0	stage1	stage2	stage3
NTM	0.1200617	0.21574827	0.18593207	0.09963674
GPC5	0.17936628	0.17557375	0.22113968	0.19127208
CFAP299	0.16231044	0.1906773	0.25465742	0.1334566
SCGB1A1	0.20187032	0.42931592	0.2802119	0.2912581
BPIFB1	0.20007642	0.30425677	0.36717337	0.38285738
CPA6	0.10625395	0.24619764	0.20801193	0.5037108
NRG1	0.20110725	0.21914743	0.19408493	0.42673036
TMEM132D	0.059171997	0.08134167	0.17331623	0.39966166
MACROD2	0.16308354	0.20830512	0.19759856	0.14982171
PKN2-AS1	0.27680182	0.46203753	0.67719126	0.23529094
AC004470.2	0.15396509	0.2617015	0.237432	0.28095752
AGBL4	0.17700848	0.21545348	0.24042483	0.18984106
TNC	0.13159224	0.17094128	0.24262676	0.24641213
LRRK2	0.13305117	0.23703654	0.18415417	0.20528798
PTPRT	0.13064675	0.14766881	0.19313475	0.12651159
PCSK2	0.2999701	0.07475427	0.0409422	0.10924766
EREG	0.117113285	0.23056549	0.08228482	0.18605664
DNAH12	0.20240547	0.31011024	0.29502356	0.17270625
AGBL1	0.25408643	0.22220117	0.41875818	0.19165067
NCKAP5	0.51424575	0.61049217	0.4806676	0.49565125
NELL1	0.08526342	0.13341643	0.06908161	0.16235359
CCDC141	0.19953658	0.15105627	0.15628952	0.19792548
SCGB3A1	0.2278297	0.38035044	0.28907225	0.3491913
MGC27382	0.22289358	0.18767375	0.25521198	0.19881718
SFTPC	0.14631963	0.09395343	0.26702926	0.20030542
RIMS1	0.6228982	0.3296935	0.40182245	0.28982148
TP63	0.10690534	0.17207618	0.37083367	0.37528333
ELN	0.19898708	0.16176626	0.2510704	0.38530138
RP1	0.23781194	0.25445116	0.26070324	0.2308216
TMEM163	0.2114184	0.17172058	0.21063612	0.18239118
ZNF385B	0.13862866	0.12981462	0.1477773	0.123314686
AC112770.1	0.031101221	0.09325834	0.10596665	0.16841722
KCNQ5	0.2235708	0.1241303	0.35586298	0.40508235
