gene	stage0	stage1	stage2	stage3
NTM	0.16551481	0.25230637	0.1622344	0.19434237
GPC5	0.27514887	0.236354	0.39499983	0.3390701
CFAP299	0.08537006	0.13296568	0.04810742	0.19314231
SCGB1A1	0.10912308	0.57265973	0.23705305	0.66011196
BPIFB1	0.12382068	0.46983072	0.39979023	0.54158103
CPA6	0.29947963	0.4226101	0.20770639	0.31671733
NRG1	0.14201345	0.24579144	0.071180984	0.16255358
TMEM132D	0.07041158	0.25876334	0.018523188	0.28120527
MACROD2	0.25734654	0.27754125	0.16115855	0.19870944
PKN2-AS1	0.056448665	0.29634717	0.12888661	0.096411414
AC004470.2	0.08878073	0.35839033	0.0056968583	0.29231897
AGBL4	0.11655054	0.21698539	0.14215156	0.28787076
TNC	0.100695424	0.23055035	0.02109273	0.14788526
LRRK2	0.27573845	0.3155343	0.16366863	0.22954676
PTPRT	0.091913074	0.17466238	0.3858087	0.22144939
PCSK2	0.0497018	0.0003948215	0.044560485	0.07215341
EREG	0.055617623	0.25226644	0.008440078	0.20365468
DNAH12	0.09992953	0.22957292	0.21675593	0.30524087
AGBL1	0.10235481	0.16542606	0.20189041	0.057959244
NCKAP5	0.17205803	0.17111686	0.08374193	0.08801068
NELL1	0.0014874941	0.15151516	0.011031906	0.04274962
CCDC141	0.1527319	0.15649486	0.08171409	0.1206226
SCGB3A1	0.106660515	0.5839437	0.3509814	0.47083187
MGC27382	0.07833979	0.14337182	0.05461458	0.14202785
SFTPC	0.24029848	0.14463316	0.14686094	0.3025496
RIMS1	0.07885379	0.08189109	0.16128904	0.3368289
TP63	0.3052802	0.40527126	0.18141711	0.25205767
ELN	0.1016562	0.29589203	0.19058052	0.3146979
RP1	0.13253568	0.22501579	0.115519926	0.23524077
TMEM163	0.10189101	0.100233205	0.06867316	0.11286199
ZNF385B	0.32228523	0.37783048	0.15942441	0.20182092
AC112770.1	0.057676833	0.10244437	0.02615664	0.07760224
KCNQ5	0.17415667	0.12790711	0.045808993	0.2330703
DLGAP1	0.0758316	0.2579032	0.093351886	0.11557284
SERPINE1	0.09527238	0.2665942	0.29473248	0.21929216
CDH2	0.058015775	0.0392777	0.040264692	0.26941434
DNAH9	0.10022326	0.299384	0.065383226	0.22214901
SCEL	0.24623303	0.19242832	0.024119982	0.101136014
LRRIQ1	0.13084613	0.24289073	0.13243566	0.2477544
NEK10	0.056570597	0.21835059	0.14454886	0.22889757
PLD5	0.100993134	0.09032443	0.20966285	0.16628093
HPSE2	0.055507544	0.36822528	0.10002999	0.50906
FRMD5	0.044324845	0.37200072	0.07941413	0.19614671
AC046195.1	0.08269652	0.3827527	0.06239464	0.046694618
TMEM232	0.11121399	0.18267773	0.11179361	0.25600952
CCL21	2.4487293	2.473463	2.519287	2.3133602
IGHD	0.5538748	0.7130927	0.61748594	0.5511651
PRB4	0.05351609	0.28281912	0.36287478	0.08133389
ACOXL	0.16941154	0.2193771	0.08994211	0.06509161
DKK2	0.11534702	0.15887567	0.10241666	0.1002093
LRRTM4	0.049645122	0.08215092	0.09441214	0.108704254
SFTPB	0.20746934	0.15367535	0.13001515	0.17917201
KCNIP4	0.12650496	0.2416503	0.31157994	0.15257712
CEMIP	0.109984115	0.15189888	0.08477271	0.14117312
LINC02388	0.25162044	0.19368972	0.6342409	0.37406963
P3H2	0.21550302	0.3313991	0.13311851	0.19795665
NEAT1	0.5247473	0.38330212	0.52697176	0.37965596
PGC	0.0	0.19766724	0.16242181	0.13985115
SYT14	0.008354071	0.020927332	0.0017609985	0.07505725
ZPLD1	0.29926327	0.2671538	0.34702748	0.37807724
CMAHP	0.17902745	0.12185609	0.09269843	0.18277974
LINC01811	0.065564714	0.083195336	0.0012908019	0.0358357
ITGA2	0.22863175	0.575557	0.2704271	0.41781133
COL8A1	0.1548965	0.23481986	0.06451809	0.18396074
TTN	0.46466658	0.3479644	0.21032111	0.3705734
SPAG16	0.18463266	0.37409887	0.27035633	0.37638515
CDHR3	0.07136322	0.13600089	0.07258263	0.13712503
CPM	0.118528605	0.2687559	0.11964307	0.21118192
PACRG	0.12184162	0.0492004	0.28036645	0.36984527
LYZ	0.3021841	0.45705447	0.3949379	0.29435602
ANK3	0.12990174	0.10688622	0.06390223	0.112706155
ABCA3	0.14618307	0.03796229	0.0791684	0.15725438
ADAMTSL1	0.19446853	0.49308458	0.36745054	0.1678393
DCDC1	0.053691972	0.20825131	0.11195155	0.21512504
CDC20B	0.00057528744	0.00024286954	0.0	0.12370957
KIF26B	0.377271	0.2700257	0.5583649	0.56071764
LINC02889	0.10803941	0.36438864	0.09617701	0.17678139
GDF15	0.04354557	0.38641465	0.003403687	0.1582964
MEGF9	0.16474783	0.26748535	0.2516219	0.18962082
ACTG2	0.044677448	0.13025166	0.15197188	0.072373666
KHDRBS2	0.25489938	0.36656597	0.101371676	0.21569279
PRB3	0.025805585	0.4107054	0.13200064	0.025848448
SFTPA1	0.14148217	0.14659877	0.12849037	0.29708564
MIR924HG	0.088594384	0.2094258	0.4550977	0.23233631
AC007368.1	0.57391965	1.3322406	0.2881931	0.4988671
PDE4D	0.6466834	0.55140066	0.67911965	0.7056043
LINC01705	0.022050591	0.004021926	0.006093992	0.09308148
CFAP54	0.09382278	0.20452155	0.21702304	0.3115168
TIMP3	0.22612303	0.1904285	0.27377006	0.20009206
DNAH3	0.096815765	0.15198016	0.21393918	0.18980421
SNX25	0.41406482	0.5577184	0.36530277	0.3749075
ROBO2	0.066279486	0.093702935	0.2255414	0.18852836
SLC6A14	0.092909455	0.19356006	0.0440305	0.013622528
VSIG1	0.1761816	0.092324965	0.10470416	0.115326166
ALOX15B	0.029115526	0.07068652	0.04886246	0.08111085
KAZN	0.11761612	0.20139477	0.080975495	0.22459808
