gene	stage0	stage1	stage2	stage3
NTM	0.12146526	0.20265718	0.20325817	0.10321895
GPC5	0.16885968	0.1827706	0.22966817	0.17460087
CFAP299	0.1738641	0.20664737	0.25849533	0.10747698
SCGB1A1	0.23743111	0.40701422	0.3005621	0.24624303
BPIFB1	0.22871056	0.33679277	0.35712475	0.34483
CPA6	0.11083619	0.24736433	0.20295249	0.5666284
NRG1	0.22559333	0.20383754	0.19498336	0.46711802
TMEM132D	0.07055191	0.085365616	0.16404778	0.46607006
MACROD2	0.16770951	0.20578457	0.17896445	0.12574692
PKN2-AS1	0.26460204	0.48421568	0.670173	0.24846324
AC004470.2	0.15278831	0.24927561	0.27359352	0.3024797
AGBL4	0.1977635	0.23458211	0.24396022	0.1380522
TNC	0.16973178	0.1767118	0.24416995	0.25087735
LRRK2	0.10769768	0.21406287	0.188524	0.1780249
PTPRT	0.15351675	0.15829818	0.20415951	0.10459585
PCSK2	0.29647505	0.08996137	0.057837915	0.07306631
EREG	0.11586343	0.17386374	0.087199226	0.23545946
DNAH12	0.22421889	0.31573257	0.28768596	0.14731759
AGBL1	0.2684814	0.237061	0.40101293	0.21189108
NCKAP5	0.48087075	0.63769776	0.48059097	0.52371705
NELL1	0.08514332	0.07631113	0.06947034	0.18566626
CCDC141	0.21469213	0.14738217	0.17053878	0.23244251
SCGB3A1	0.23653208	0.37247065	0.2865577	0.32957417
MGC27382	0.25371465	0.19579522	0.25793335	0.21635048
SFTPC	0.15062691	0.08406099	0.27883714	0.1906643
RIMS1	0.6001918	0.32534304	0.39462793	0.25887838
TP63	0.1262663	0.18945096	0.39729813	0.47044346
ELN	0.21473652	0.15585667	0.2566106	0.35745984
RP1	0.26498142	0.2539418	0.24256328	0.2032195
TMEM163	0.24357907	0.18537426	0.20409894	0.17030877
ZNF385B	0.12291472	0.12669826	0.13894789	0.11210809
AC112770.1	0.033843268	0.06204628	0.03493521	0.17252125
KCNQ5	0.25405708	0.13091055	0.33302814	0.4561942
DLGAP1	0.20607659	0.24580589	0.32376257	0.25741792
SERPINE1	0.3022242	0.33137038	0.37073192	0.4404546
CDH2	0.07217119	0.08020655	0.11746509	0.68638504
DNAH9	0.15563045	0.1728971	0.17510687	0.06818888
SCEL	0.2670384	0.24922538	0.15880653	0.18152326
LRRIQ1	0.19274488	0.21340063	0.24234162	0.1895962
NEK10	0.19434576	0.22944358	0.18136446	0.13148905
PLD5	0.12842187	0.15248981	0.2152566	0.59815925
HPSE2	0.1240915	0.32741937	0.49490437	0.583163
FRMD5	0.114639975	0.26123923	0.21603975	0.392325
AC046195.1	0.23155643	0.20023215	0.19668113	0.10923738
TMEM232	0.2405007	0.20633481	0.25787643	0.15885876
CCL21	0.060339272	0.14019154	0.03392678	0.18559034
IGHD	0.13741511	0.12838045	0.25826192	0.14876936
PRB4	0.11083514	0.5067278	0.70117044	0.15264568
ACOXL	0.25968796	0.14245328	0.21084152	0.18399963
DKK2	0.31549782	0.21339689	0.24066305	0.22289097
LRRTM4	0.15379113	0.11108564	0.24608919	0.09710392
SFTPB	0.088551484	0.12387736	0.1678396	0.11440851
KCNIP4	0.16123958	0.10277636	0.065645956	0.18572742
CEMIP	0.44914684	0.5369002	0.6094198	0.72401977
LINC02388	0.1447028	0.028127683	0.08733986	0.19441737
P3H2	0.21768457	0.13435265	0.24189132	0.15127096
NEAT1	0.13164526	0.14582317	0.13531065	0.13461125
PGC	0.13291068	0.16127092	0.10972908	0.2495088
SYT14	0.08842531	0.06463158	0.08476328	0.30820462
ZPLD1	0.07410277	0.121275574	0.1068283	0.10146626
CMAHP	0.14573044	0.14617431	0.15649223	0.1734875
LINC01811	0.20314965	0.09670962	0.30400294	0.042282447
ITGA2	0.34038302	0.3714819	0.45780364	0.49315506
COL8A1	0.19717038	0.18130043	0.26501483	0.24732201
TTN	0.32338193	0.29076356	0.2409461	0.21935326
SPAG16	0.22133958	0.212186	0.23994155	0.20848255
CDHR3	0.15241666	0.16721356	0.23131101	0.14675497
CPM	0.2776269	0.20871666	0.24805345	0.2587142
PACRG	0.20458868	0.19457147	0.2217164	0.17034979
LYZ	0.1275651	0.37829202	0.65242547	0.2476875
ANK3	0.102166116	0.0869375	0.12526499	0.0766006
ABCA3	0.2541751	0.095546976	0.15898004	0.1603362
ADAMTSL1	0.18997134	0.30086815	0.40682808	0.34546492
DCDC1	0.20208274	0.23095727	0.18225585	0.105762914
CDC20B	0.11573774	0.14528632	0.15088397	0.059197165
KIF26B	0.13597919	0.21449344	0.26618552	0.37341458
LINC02889	0.2375844	0.24787764	0.29001245	0.23368427
GDF15	0.108746484	0.14911892	0.09868322	0.27733946
MEGF9	0.30365005	0.2310678	0.2836057	0.32879603
ACTG2	0.05301044	0.11315016	0.0652451	0.14356832
KHDRBS2	0.35263208	0.4646305	0.48767748	0.3986481
PRB3	0.01886443	0.3094558	0.3046114	0.015362628
SFTPA1	0.26301816	0.2771805	0.1798688	0.22418621
MIR924HG	0.19161735	0.1035988	0.10144148	0.1925597
AC007368.1	0.056797817	0.19527069	0.13985048	0.33146167
