gene	stage0	stage1	stage2	stage3
NTM	0.29238597	0.2109314	0.23202454	0.22836764
GPC5	0.07842462	0.23693258	0.12827162	0.093487196
CFAP299	0.108613126	0.17819892	0.19646357	0.21523142
SCGB1A1	0.30498472	0.59808415	0.42428628	0.454496
BPIFB1	0.07773001	0.5278645	0.4970932	0.41824877
CPA6	0.017198354	0.02921733	0.18105337	0.2112851
NRG1	0.40853822	0.39202288	0.5751721	0.44641405
TMEM132D	0.0643896	0.14867097	0.09010122	0.2596613
MACROD2	0.74703133	0.55950147	0.70266247	0.72797805
PKN2-AS1	0.08236732	0.05646157	0.1736317	0.17764135
AC004470.2	0.1891397	0.12601197	0.44544482	0.3345202
AGBL4	0.16364652	0.17990808	0.1511173	0.2092328
TNC	0.7746628	0.647024	0.7433904	0.9134578
LRRK2	0.21071714	0.2377215	0.1314003	0.19012415
PTPRT	0.12363164	0.05693119	0.13787255	0.25820494
PCSK2	0.034913987	0.14459871	0.12573592	0.11133054
EREG	0.14776812	0.2776922	0.0048203645	0.119129345
DNAH12	0.12359506	0.22069861	0.29403302	0.2801046
AGBL1	0.20092797	0.088893294	0.17998871	0.13035591
NCKAP5	0.2079397	0.33253473	0.19475694	0.16300967
NELL1	0.10299718	0.09889068	0.16385894	0.30126327
CCDC141	0.12913737	0.16578056	0.087214544	0.099158496
SCGB3A1	0.10752874	0.58026916	0.31152514	0.3510841
MGC27382	0.097517304	0.12988657	0.124830894	0.13242874
SFTPC	0.25827482	0.28117532	0.16384831	0.28910053
RIMS1	0.17735098	0.20958264	0.33509094	0.3237919
TP63	0.07120429	0.18435764	0.12047554	0.4733222
ELN	0.79458225	0.7001145	1.0825977	0.69643205
RP1	0.16482086	0.21022134	0.17925107	0.302681
TMEM163	0.13325113	0.20748968	0.05915966	0.15242623
ZNF385B	0.14921604	0.2821675	0.20205522	0.1768519
AC112770.1	0.0066487016	0.13801806	0.0022445656	0.14144595
KCNQ5	0.27611047	0.22147714	0.5106365	0.52924454
DLGAP1	0.1546085	0.18383448	0.22139321	0.21458793
SERPINE1	0.26994312	0.5419015	0.34705073	0.44075683
CDH2	0.49391022	0.600724	0.22247957	0.9171464
DNAH9	0.13351126	0.11932187	0.15005778	0.25878787
SCEL	0.16793509	0.23480965	0.18444197	0.056792773
LRRIQ1	0.17774512	0.2256125	0.15195449	0.28323275
NEK10	0.12678152	0.09739068	0.2153512	0.18738845
PLD5	0.40599093	0.2160356	0.4665159	0.6965334
HPSE2	1.615793	1.2257833	1.5433338	1.5981433
FRMD5	0.29770118	0.32913947	0.31760088	0.63825464
AC046195.1	0.16863231	0.10647394	0.07874841	0.10651446
TMEM232	0.17140552	0.20301947	0.25126562	0.2411082
CCL21	0.01623098	0.27874407	0.15657178	0.10884955
IGHD	0.12869258	0.24964018	0.21524164	0.12199932
PRB4	0.0005462609	0.0465366	0.50682026	0.0057324227
ACOXL	0.14666457	0.15041004	0.13175789	0.08736379
DKK2	0.0947029	0.119259916	0.122266196	0.06695629
LRRTM4	0.26879418	0.7254286	0.33415863	0.2140136
SFTPB	0.13131785	0.20568182	0.13662913	0.17359605
KCNIP4	0.37719482	0.20071802	0.31663492	0.33988014
CEMIP	0.090118624	0.07475856	0.33124787	0.15194595
LINC02388	0.64194983	0.5834842	0.25817958	0.9262679
P3H2	0.15166119	0.12669683	0.1500472	0.20558389
NEAT1	0.31244892	0.1527262	0.32714018	0.31428325
PGC	0.105482385	0.12388115	0.00034775317	0.13025358
SYT14	0.656789	0.271076	0.66047513	0.74779737
ZPLD1	0.5988051	0.26959184	0.7062664	0.6750259
CMAHP	0.18842737	0.3296366	0.39335138	0.32151955
LINC01811	0.17781241	0.08701404	0.13243508	0.05195371
ITGA2	0.19704379	0.2952222	0.43423164	0.40256658
COL8A1	0.22550273	0.3302021	0.24260823	0.1832091
TTN	0.20163634	0.20840247	0.28712103	0.21254268
SPAG16	0.1931821	0.21333528	0.38501477	0.18981916
CDHR3	0.13045765	0.12255629	0.17340867	0.24632807
CPM	0.39676055	0.57740456	0.261713	0.43467146
PACRG	0.08561333	0.10141775	0.09236989	0.16892724
LYZ	0.12171844	0.34828863	0.6965243	0.28589737
ANK3	0.08898328	0.16755544	0.10373055	0.08493037
ABCA3	0.17536505	0.08702376	0.08196263	0.094456255
ADAMTSL1	0.47966638	0.28790966	0.3730196	0.41448277
DCDC1	0.19840613	0.1679854	0.1669141	0.23414356
CDC20B	0.07366988	0.044894222	0.032673363	0.044394314
KIF26B	0.15109193	0.11178172	0.1765359	0.38063204
LINC02889	0.1416654	0.22315894	0.08736414	0.15455812
GDF15	0.041613612	0.06523933	0.009547235	0.16352774
MEGF9	0.19353858	0.20941839	0.21450509	0.26397362
ACTG2	5.370652	3.0438323	4.7235193	5.208631
KHDRBS2	0.077558994	0.17737152	0.106329106	0.09939665
PRB3	0.043710027	0.15004972	0.5750214	0.049749985
SFTPA1	0.21639316	0.4165596	0.23195738	0.21506757
MIR924HG	0.25963554	0.2914018	0.066198885	0.23495242
AC007368.1	0.0044093165	0.05670967	0.058178138	0.18683393
PDE4D	0.12485676	0.15531398	0.17454417	0.06386689
LINC01705	0.017640622	0.022717627	0.055571694	0.07447415
CFAP54	0.11203027	0.058693215	0.20067254	0.20909126
TIMP3	0.25285763	0.3379096	0.2552384	0.24917172
DNAH3	0.15967356	0.0025975849	0.21068503	0.18655208
SNX25	0.14551032	0.16517295	0.13823445	0.15817061
ROBO2	0.23304476	0.38008747	0.34328556	0.36237475
SLC6A14	0.08149371	0.17881869	0.31372547	0.08259937
VSIG1	0.005749656	0.0094542345	0.0056916536	0.056858305
ALOX15B	0.047789965	0.12581305	0.018097658	0.09465502
KAZN	0.1564441	0.1795454	0.19906779	0.23075336
STAP1	0.095980614	0.024915848	0.045577064	0.06471648
KCND2	0.23076034	0.24091399	0.3250638	0.36425555
LINC00578	2.0629625	1.4314516	2.2148926	1.9706079
CR2	0.008371472	0.08344295	0.012877235	0.045298416
AC027288.3	0.19149558	0.108750015	0.24023907	0.18897185
ITGB8	0.20925695	0.32124496	0.27304542	0.32336515
SGPP2	0.11566304	0.20281515	0.14792128	0.13186765
STK33	0.23916008	0.2457295	0.28597558	0.32847744
AC009133.1	0.16311343	0.05516648	0.07643	0.14562258
CASC15	0.51691073	0.59156203	0.52896667	0.582324
LAMC2	0.09297651	0.126675	0.17926575	0.23268397
CADM1	0.18551238	0.23318076	0.19863626	0.23991682
HHIP	0.21014607	0.07071852	0.13301694	0.07017914
EYA4	0.28589478	0.2728919	0.2780398	0.3049761
LMNTD1	0.06769402	0.12228167	0.1232609	0.16729774
SLC30A8	0.021347344	0.029217018	0.100461304	0.1517967
FAM155A	0.20129454	0.22637878	0.35778347	0.2832315
VEPH1	0.16918705	0.139517	0.13736442	0.16303721
CP	0.10397829	0.18031953	0.2599462	0.22919457
NOL4	0.04609783	0.011377784	0.12001656	0.029369721
LINC01937	0.04715097	0.08754828	0.101215385	0.12517071
MUC5B	0.057381503	0.17390811	0.30241528	0.33352795
CHST9	0.07664221	0.10894837	0.36177146	0.20550746
RTKN2	0.17110707	0.1350635	0.24036264	0.064485125
TRIM5	0.06446758	0.06645981	0.0	0.05398331
ERICH3	0.08009965	0.18409134	0.09305887	0.18028095
CFAP46	0.029307092	0.12293153	0.063615315	0.16344893
GPRC5D-AS1	0.11305263	0.17031646	0.2854011	0.17839296
MUC5AC	0.08547675	0.08314234	0.2784974	0.21173689
DMBT1	0.056034863	0.16630319	0.24368952	0.08651483
LINC01170	0.061381694	0.11490458	0.038830332	0.037965287
RELN	0.042516496	0.052221686	0.061395958	0.10270557
LANCL1-AS1	0.1262273	0.16202433	0.10658304	0.08102159
DNAH11	0.19245835	0.18007423	0.08747826	0.19323574
ATP11A	0.16706356	0.14632379	0.16705482	0.14671147
ZNF385D	2.0722885	1.1914616	2.1790786	1.9531883
MACC1	0.1590283	0.20292872	0.2428742	0.18793419
AL445584.2	0.059725344	0.04807513	0.016482444	0.19865483
TMEM164	0.19348319	0.22620492	0.16993731	0.23878536
AC083837.1	0.16450971	0.1517641	0.2475828	0.27328703
HYDIN	0.10914361	0.17273006	0.106748514	0.1375958
SFTPA2	0.24544305	0.3781629	0.14754061	0.23359822
SLC5A8	0.075760156	0.09235564	0.0782465	0.07329728
BPIFA1	0.042294767	0.12417703	0.31198698	0.15086137
CACNA1A	0.13861871	0.2864631	0.19582981	0.35832265
MYO16	0.06907622	0.15445857	0.012297702	0.27004635
CFAP47	0.059580218	0.11830931	0.20925099	0.18206528
CUX2	0.22851215	0.20168337	0.2390915	0.31749994
AHR	0.21265993	0.17520583	0.16119763	0.25021827
