gene	stage0	stage1	stage2	stage3
NTM	0.14980745	0.23538637	0.13267125	0.15637493
GPC5	0.16339052	0.20909849	0.25355726	0.19786824
CFAP299	0.11353667	0.17967062	0.1942863	0.19344647
SCGB1A1	0.540644	0.6192218	0.62279874	0.57852066
BPIFB1	0.10055989	0.36967748	0.28223446	0.39403495
CPA6	0.048460923	0.30948713	0.12688845	0.16376461
NRG1	0.2619538	0.2585693	0.15592472	0.41073897
TMEM132D	0.07117605	0.07610734	0.20323882	0.18667588
MACROD2	0.18720564	0.17575435	0.15496339	0.12786298
PKN2-AS1	0.08994622	0.3124473	0.30864406	0.16671816
AC004470.2	0.09441297	0.23650634	0.077420264	0.13561423
AGBL4	0.1457408	0.17963485	0.18459056	0.19259587
TNC	0.048486285	0.17278464	0.23239344	0.31972638
LRRK2	0.19716474	0.21741454	0.15817143	0.19629121
PTPRT	0.10472935	0.23328486	0.2198608	0.11946199
PCSK2	0.11560878	0.06082947	0.06363188	0.13001922
EREG	0.08652657	0.24509351	0.08528495	0.15066163
DNAH12	0.14748976	0.18952928	0.14804699	0.20275402
AGBL1	0.20774023	0.16741478	0.18139611	0.17514855
NCKAP5	0.6632911	0.7310626	0.4886679	0.54686415
NELL1	0.059516855	0.0016064566	0.08908852	0.18340069
CCDC141	0.13887028	0.11427093	0.08601824	0.13114773
SCGB3A1	0.36405292	0.6953849	0.52927226	0.47901198
MGC27382	0.10814364	0.17194135	0.1785108	0.11986928
SFTPC	0.3539586	0.19336188	0.30157402	0.35340986
RIMS1	0.19444193	0.22525613	0.1445632	0.2592435
TP63	0.25375158	0.499895	0.4111935	0.41402024
ELN	0.16202675	0.34113687	0.29329562	0.374019
RP1	0.15640657	0.22416238	0.1511544	0.18246786
TMEM163	0.14918444	0.15561648	0.123968236	0.19048002
ZNF385B	0.19887392	0.18333426	0.14237909	0.14408386
AC112770.1	0.019566905	0.004784022	0.050389457	0.22777094
KCNQ5	0.6812198	1.026973	0.971778	0.72793996
DLGAP1	0.104806826	0.19284593	0.24153943	0.17477205
SERPINE1	0.10742866	0.3387689	0.3379767	0.390619
CDH2	0.0012404271	0.0	0.08370155	0.44151255
DNAH9	0.10171199	0.2127124	0.19912843	0.11707377
SCEL	0.21357603	0.23887666	0.14339319	0.1708424
LRRIQ1	0.12558763	0.36697116	0.17133905	0.21376692
NEK10	0.13234118	0.20680767	0.14098112	0.23505889
PLD5	0.031919017	0.0760318	0.13217977	0.3837243
HPSE2	0.081447944	0.1807106	0.26778108	0.41023713
FRMD5	0.079173595	0.100901455	0.25697258	0.25377348
AC046195.1	0.082615726	0.07457247	0.18282817	0.047773905
TMEM232	0.20502791	0.2683932	0.20335446	0.1813162
CCL21	0.02848998	0.18180612	0.017155377	0.09387484
IGHD	0.041254472	0.21368279	0.1683529	0.08879578
PRB4	0.0009268564	0.27251837	0.60100925	0.0012987343
ACOXL	0.1914309	0.16187832	0.14319177	0.12807666
DKK2	0.049744766	0.06195233	0.08613414	0.1351339
LRRTM4	3.906193	3.7512388	3.4743824	2.668154
SFTPB	0.2003451	0.18866138	0.30253023	0.22876045
KCNIP4	0.13651513	0.15299551	0.14311117	0.18004207
CEMIP	0.10511324	0.08482996	0.1901975	0.19506752
LINC02388	0.11665785	0.076873615	0.15200648	0.3007936
P3H2	0.122661754	0.13319908	0.14951314	0.1287598
NEAT1	0.11949399	0.039652757	0.09029909	0.081009
PGC	0.086323835	0.1570942	0.088787794	0.23343481
SYT14	0.04278126	0.08769085	0.020354206	0.21861936
ZPLD1	0.050935455	0.0025307776	0.13610521	0.06660286
CMAHP	0.35690483	0.34879056	0.3656697	0.40313244
LINC01811	0.17900877	0.10206261	0.26571563	0.080351666
ITGA2	0.09028656	0.2687524	0.23990962	0.49245852
COL8A1	0.13180195	0.2510734	0.13242598	0.21529981
TTN	0.36235696	0.29859576	0.20470998	0.21686067
SPAG16	0.22580372	0.28902853	0.31779402	0.31888717
CDHR3	0.1086523	0.25609988	0.24437465	0.22169262
CPM	0.6744666	0.62572736	0.74564904	0.57393336
PACRG	0.12844892	0.18025701	0.18509799	0.17001666
LYZ	0.19287142	0.40188006	0.47393483	0.2415525
ANK3	0.13098477	0.18158673	0.1776482	0.13102874
ABCA3	0.15198271	0.16748373	0.10218646	0.06897828
ADAMTSL1	0.11243124	0.32957676	0.15124267	0.2493861
DCDC1	0.14126821	0.21027403	0.11014864	0.15447073
CDC20B	0.06981765	0.16778249	0.12823041	0.08914033
KIF26B	0.0425983	0.15227368	0.20599595	0.38523155
LINC02889	0.15663646	0.26205325	0.16599531	0.20754689
GDF15	0.0128951315	0.3139936	0.003459547	0.14604557
MEGF9	0.24093656	0.2199156	0.11712651	0.21372196
ACTG2	0.5042879	0.7354544	0.7091381	0.7722971
KHDRBS2	0.09177595	0.0699645	0.050428454	0.113413915
PRB3	0.08650631	0.32921034	0.36457542	0.054285552
SFTPA1	0.2699015	0.31125683	0.1657672	0.18565208
MIR924HG	0.09569109	0.09027716	0.13788512	0.22969718
AC007368.1	0.001911987	0.14131138	0.1348485	0.33601362
PDE4D	0.1377667	0.064764015	0.16839798	0.08313353
LINC01705	0.013937141	0.0024935526	0.006798732	0.06155887
CFAP54	0.1544156	0.25339165	0.2065625	0.2037791
TIMP3	0.24984415	0.22723559	0.29256597	0.2845944
DNAH3	0.064825244	0.09263836	0.1043226	0.15452364
SNX25	0.19196229	0.21151805	0.14081468	0.17967452
ROBO2	0.17547365	0.1968938	0.23763654	0.30490643
SLC6A14	0.13618009	0.20090197	0.08441663	0.08233605
VSIG1	0.01493249	0.008344588	0.019712344	0.05032877
ALOX15B	0.059771672	0.11393503	0.09958286	0.08227966
KAZN	0.17081551	0.18647546	0.1441265	0.21641685
STAP1	0.36330697	0.41660947	0.32203442	0.2201441
KCND2	0.03734484	0.052383564	0.18570095	0.37401438
LINC00578	0.07849047	0.27704573	0.26715857	0.40495384
CR2	0.005675618	0.053582747	0.004232848	0.0041483175
AC027288.3	0.21366566	0.19231315	0.09196339	0.1022733
ITGB8	0.08119388	0.15671448	0.280848	0.48200905
SGPP2	0.09245846	0.26201496	0.14519519	0.13200319
STK33	0.18362385	0.20787296	0.17124745	0.25590253
AC009133.1	0.11173314	0.07967949	0.12512441	0.11433034
CASC15	0.45534283	0.465901	0.43208578	0.51678926
LAMC2	0.11676369	0.06640434	0.07661622	0.16811332
CADM1	0.40616748	0.30676186	0.2786446	0.28789353
HHIP	0.33310416	0.12241591	0.13304225	0.075259656
EYA4	0.26337308	0.17410442	0.2762395	0.26329505
LMNTD1	0.10576703	0.051420134	0.11255554	0.1453578
SLC30A8	0.049343802	0.14096685	0.053500336	0.02367366
FAM155A	0.09284119	0.17306517	0.12089943	0.2077569
VEPH1	0.22163302	0.33822632	0.25249952	0.14199981
CP	0.08616976	0.2330743	0.13595055	0.29602462
NOL4	0.067312405	0.12392186	0.05877907	0.05077555
LINC01937	0.09886085	0.11260347	0.05421385	0.13036342
MUC5B	0.015541857	0.19074497	0.2254818	0.28623927
CHST9	0.09146985	0.18905312	0.06600777	0.1563766
RTKN2	0.41644877	0.25235027	0.22996378	0.102810755
TRIM5	0.092749186	0.07872651	0.17664951	0.17866422
ERICH3	0.065139145	0.21209444	0.2142266	0.16882496
CFAP46	0.06847205	0.111012936	0.18318067	0.18973495
GPRC5D-AS1	0.18324485	0.15167487	0.19668643	0.16647162
MUC5AC	0.07183373	0.18428685	0.19696978	0.13718715
DMBT1	0.089016326	0.1807071	0.15857199	0.12911856
LINC01170	0.07564235	0.13169962	0.055843916	0.11652699
RELN	0.031838052	0.183315	0.13554525	0.087502025
LANCL1-AS1	0.15702386	0.12200785	0.17599517	0.17514786
DNAH11	0.15988737	0.22729756	0.2844475	0.27239722
ATP11A	0.18421707	0.20295034	0.15847392	0.16507272
ZNF385D	0.06594375	0.25165012	0.19315194	0.22659686
MACC1	0.15464197	0.19507629	0.165263	0.28130835
AL445584.2	0.13344243	0.16057287	0.068093225	0.13180992
TMEM164	0.21048558	0.21799451	0.2374735	0.20228176
AC083837.1	0.12990639	0.2599931	0.13770431	0.18666501
HYDIN	0.09663231	0.2725431	0.10989613	0.11607044
SFTPA2	0.33650053	0.30926377	0.15473527	0.2135789
SLC5A8	0.042536594	0.16372019	0.06576226	0.20536472
BPIFA1	0.32993925	0.30652082	0.30318183	0.47700188
CACNA1A	0.10374775	0.022304611	0.03289168	0.03966203
MYO16	0.04375683	0.3654839	0.033591248	0.20909645
CFAP47	0.1247833	0.15026733	0.20091586	0.20071587
CUX2	0.0795968	0.061194193	0.12414718	0.22616895
AHR	0.12367638	0.17692722	0.12101084	0.33041364
PDZRN4	0.9145911	0.75324893	1.0381356	0.7100877
RAB27B	0.1359742	0.16769187	0.08156685	0.1940044
ANKFN1	0.12841217	0.09453326	0.13810715	0.14051443
ADARB2	2.8403528	2.5897496	2.5420845	2.1576228
GRM7	0.06658273	0.07222442	0.1520256	0.15441838
COL25A1	0.07003862	0.16660376	0.38309634	0.8168166
AL357507.1	0.08290687	0.11284053	0.15243508	0.17267984
TTC29	0.118197955	0.025633415	0.160242	0.16364695
CXCL10	0.048364144	0.1263073	0.15956084	0.07594202
DGKI	0.26013947	0.44768208	0.5092413	0.44021326
WDR49	0.09865096	0.20752668	0.2184984	0.16816023
DNAH7	0.11219649	0.25448158	0.11660169	0.19168578
PTGFR	0.11554373	0.16620289	0.17798793	0.1129943
ANKRD1	0.17726748	0.015101756	0.32666618	0.1625809
SLC39A8	0.28872976	0.20127502	0.16046035	0.14952703
GPC6	0.22798327	0.2781975	0.42812958	0.5030791
SLC4A4	0.40102637	0.6050476	0.40207478	0.4234559
SLC26A4	0.05171267	0.09111599	0.040348925	0.10849838
ITGA11	0.06870852	0.057590313	0.11571043	0.2428331
