gene	stage0	stage1	stage2	stage3
NTM	0.14990868	0.21095857	0.16954775	0.09932588
GPC5	0.14593264	0.095865496	0.14313957	0.12334469
CFAP299	0.23691021	0.34357238	0.27003756	0.20490316
SCGB1A1	0.26332268	0.45068702	0.2750186	0.36665058
BPIFB1	0.1715784	0.47069618	0.37921533	0.27633178
CPA6	0.07506947	0.20779772	0.13354494	0.32883316
NRG1	0.23378323	0.21110383	0.252344	0.34958664
TMEM132D	0.08371384	0.0867449	0.15571214	0.38053453
MACROD2	0.14855294	0.12958089	0.16918081	0.13762048
PKN2-AS1	0.24336097	0.4515404	0.44018936	0.15587291
AC004470.2	0.16891865	0.2652064	0.3805879	0.22043537
AGBL4	0.20159386	0.2762144	0.23233224	0.20167112
TNC	0.18222325	0.18986598	0.30342436	0.26838273
LRRK2	0.07800001	0.13124803	0.113544546	0.12556937
PTPRT	0.19903961	0.242619	0.10820508	0.2071112
PCSK2	0.28437856	0.12754443	0.17340471	0.13293588
EREG	0.085523605	0.10912022	0.115945145	0.28671768
DNAH12	0.23332062	0.30963644	0.27603826	0.22146398
AGBL1	0.29703718	0.22251621	0.36023155	0.22861363
NCKAP5	0.39634833	0.27502555	0.27948865	0.36762175
NELL1	0.10595236	0.17500377	0.2545601	0.07159423
CCDC141	0.22443384	0.121451505	0.15426727	0.1667945
SCGB3A1	0.28504235	0.3555821	0.35371107	0.3357036
MGC27382	0.26162082	0.2584563	0.30008367	0.20660086
SFTPC	0.19249892	0.08646609	0.22285515	0.15471709
RIMS1	0.23776595	0.2821459	0.23269631	0.18450673
TP63	0.20936197	0.3604869	0.5172935	0.43865857
ELN	0.19615309	0.22766292	0.25221148	0.33825943
RP1	0.2668413	0.28631145	0.20025459	0.23162578
TMEM163	0.24958356	0.18956341	0.20029745	0.18175812
ZNF385B	0.12575223	0.14028536	0.1443194	0.12600173
AC112770.1	0.029851262	0.085593276	0.033485256	0.12206674
KCNQ5	0.25279602	0.13728693	0.2491763	0.45107272
DLGAP1	0.21241993	0.27744517	0.33091316	0.23922467
SERPINE1	0.78990316	0.6932705	0.8737169	0.9473655
CDH2	0.05763994	0.12684184	0.019618662	0.5851461
DNAH9	0.17347334	0.23916572	0.26336437	0.15026821
SCEL	0.2901191	0.25833786	0.22023208	0.19756697
LRRIQ1	0.21400952	0.30350414	0.24528731	0.23837794
NEK10	0.2133554	0.15534881	0.15246892	0.24553943
PLD5	0.06532946	0.12882367	0.1190492	0.4293219
HPSE2	0.092781864	0.28608322	0.445065	0.34466588
FRMD5	0.09189824	0.33756128	0.19712874	0.37305385
AC046195.1	0.22535115	0.2015694	0.25646022	0.09877775
TMEM232	0.20380078	0.26547837	0.24389808	0.20850141
CCL21	0.112197064	0.25756884	0.15408559	0.25568527
