gene	stage0	stage1	stage2	stage3
NTM	0.15085037	0.2238691	0.1357369	0.14261983
GPC5	0.16502737	0.25299653	0.26592562	0.19952963
CFAP299	0.11353667	0.18668778	0.1760776	0.18499608
SCGB1A1	0.540715	0.6295166	0.6258209	0.55719995
BPIFB1	0.10065287	0.4006925	0.3057635	0.40816754
CPA6	0.048460923	0.23848715	0.12843587	0.18184158
NRG1	0.2619538	0.26732194	0.15603675	0.41540807
TMEM132D	0.07117605	0.06277972	0.16272658	0.20761089
MACROD2	0.18873125	0.20442767	0.15720911	0.11968029
PKN2-AS1	0.08994622	0.24256231	0.312408	0.158939
AC004470.2	0.09055868	0.18231729	0.09501626	0.116253704
AGBL4	0.1457408	0.1495893	0.18684167	0.18973698
TNC	0.049362168	0.26557085	0.23522751	0.25117806
LRRK2	0.20093477	0.21475738	0.16010034	0.17968011
PTPRT	0.102518894	0.17158052	0.1957317	0.101222225
PCSK2	0.11567838	0.050598603	0.06301395	0.107800074
EREG	0.08712224	0.18882312	0.08692558	0.141381
DNAH12	0.14748976	0.1824295	0.14969692	0.18285723
AGBL1	0.20429605	0.15616821	0.16551973	0.1877291
NCKAP5	0.66316426	0.6468123	0.49602103	0.5461895
NELL1	0.059805408	0.0014499344	0.08512321	0.12587628
CCDC141	0.13887028	0.1425049	0.08706725	0.13709742
SCGB3A1	0.36394337	0.6870351	0.52206856	0.4803562
MGC27382	0.10814364	0.1587762	0.16771156	0.115934804
SFTPC	0.35018054	0.25037044	0.2966382	0.3696671
RIMS1	0.19474936	0.27138045	0.14472494	0.29331082
TP63	0.25376588	0.41043985	0.40497872	0.42699814
ELN	0.15787646	0.4093896	0.28526926	0.33302835
RP1	0.15640657	0.21729483	0.1370033	0.17139578
TMEM163	0.14914274	0.14518444	0.12471493	0.1851138
ZNF385B	0.19990262	0.21204811	0.1465159	0.14763968
AC112770.1	0.019962933	0.0036865112	0.051003963	0.2679881
KCNQ5	0.68168366	0.77806956	0.89140224	0.78274906
DLGAP1	0.104806826	0.19192363	0.24739593	0.17847005
SERPINE1	0.10754097	0.3388663	0.32216564	0.3734385
CDH2	0.0004632429	0.06224336	0.087159134	0.41391304
DNAH9	0.10171199	0.18147637	0.18389687	0.1176957
SCEL	0.21357603	0.26413223	0.1445629	0.18861382
LRRIQ1	0.12558763	0.30398244	0.17342855	0.18836103
NEK10	0.13234118	0.15083396	0.1427004	0.20884955
PLD5	0.03228037	0.061449938	0.08710786	0.36996838
HPSE2	0.08018761	0.29269502	0.25663877	0.40899283
FRMD5	0.0787681	0.098125145	0.24790643	0.22100577
AC046195.1	0.07870055	0.07774908	0.18405397	0.056209
TMEM232	0.20988506	0.21771492	0.21821694	0.1758038
CCL21	0.028036525	0.20097716	0.018572805	0.107059605
IGHD	0.04105646	0.24410829	0.16866413	0.09182727
PRB4	0.00096739543	0.21114528	0.6074483	0.0012837582
ACOXL	0.1916878	0.13996063	0.14824489	0.12067673
DKK2	0.049744766	0.064879976	0.08866712	0.12765503
LRRTM4	3.8988166	3.3017995	3.4887795	3.004918
SFTPB	0.2007609	0.20666698	0.293621	0.2485533
KCNIP4	0.13629274	0.12212582	0.14429659	0.15878034
CEMIP	0.10511324	0.06569487	0.19251698	0.18400672
LINC02388	0.11710713	0.17618	0.08870171	0.26652515
P3H2	0.12195614	0.11858314	0.14913134	0.108510226
NEAT1	0.12043107	0.045817297	0.08069438	0.08015603
PGC	0.086323835	0.14060746	0.061912578	0.22323385
SYT14	0.042460985	0.071965955	0.01713675	0.18234226
ZPLD1	0.050626893	0.0034304387	0.13733734	0.060089502
CMAHP	0.35295656	0.36639735	0.35514924	0.38395274
LINC01811	0.17900877	0.117908895	0.26037234	0.095034584
ITGA2	0.09017309	0.27036124	0.24268243	0.491682
COL8A1	0.13180195	0.25232333	0.13823964	0.19836251
TTN	0.3611973	0.28310835	0.19900823	0.20552778
SPAG16	0.22580372	0.26108256	0.3147761	0.29826233
CDHR3	0.1086523	0.22647831	0.24735484	0.21225429
CPM	0.6744666	0.625549	0.7455705	0.5586623
PACRG	0.12844892	0.14262651	0.18735528	0.16572513
LYZ	0.19340417	0.30356607	0.45410904	0.24160044
ANK3	0.1298999	0.16656595	0.17169087	0.14205366
ABCA3	0.15198271	0.13485561	0.10343263	0.070067875
ADAMTSL1	0.106350474	0.24836726	0.15001497	0.23198475
DCDC1	0.13749108	0.21060601	0.10415015	0.14859723
CDC20B	0.069810726	0.15076254	0.1298266	0.10108292
KIF26B	0.0425983	0.13533911	0.20749101	0.36874765
LINC02889	0.15663646	0.2289725	0.16073601	0.17783998
GDF15	0.012812977	0.28743988	0.0035017366	0.16714442
MEGF9	0.23872642	0.22089612	0.12541452	0.22435176
