gene	stage0	stage1	stage2	stage3
NTM	0.14591967	0.2076903	0.1014266	0.08329728
GPC5	0.14210796	0.11392996	0.050340157	0.14280082
CFAP299	0.22544251	0.26133773	0.21700464	0.19862013
SCGB1A1	0.26828447	0.5863484	0.44471642	0.36974046
BPIFB1	0.17004496	0.21126674	0.5035985	0.30386424
CPA6	0.0785278	0.19848616	0.072751984	0.32668796
NRG1	0.21089914	0.21667825	0.12281972	0.34218267
TMEM132D	0.08937297	0.11647072	0.05452588	0.38796127
MACROD2	0.14193319	0.163268	0.18451771	0.1532
PKN2-AS1	0.25641832	0.255446	0.10961481	0.16976301
AC004470.2	0.13445255	0.25667122	0.17314576	0.15780586
AGBL4	0.18745846	0.16601868	0.14224724	0.18413363
TNC	0.15498124	0.11083736	0.12588532	0.25049552
LRRK2	0.08203793	0.15886714	0.114451	0.1261956
PTPRT	0.19948721	0.2525533	0.09930223	0.19067352
PCSK2	0.30867884	0.13628368	0.10068044	0.16011214
EREG	0.089947656	0.09153687	0.068625025	0.2564075
DNAH12	0.23622076	0.25029498	0.1397888	0.24452426
AGBL1	0.31073412	0.18076225	0.12835123	0.22082241
NCKAP5	0.40206894	0.38251388	0.34220847	0.3803042
NELL1	0.109643534	0.2747949	0.039467197	0.057446696
CCDC141	0.20573686	0.12988974	0.041719135	0.15024763
SCGB3A1	0.27318656	0.5022362	0.53068256	0.3774357
MGC27382	0.23491976	0.16446573	0.057760313	0.1738059
SFTPC	0.18056938	0.124266915	0.21036059	0.15886098
RIMS1	0.21316643	0.16693307	0.19474134	0.17892902
TP63	0.223025	0.2826197	0.115930095	0.3781008
ELN	0.21167728	0.22241618	0.18795389	0.3340498
RP1	0.270868	0.25244784	0.22545741	0.22609083
TMEM163	0.24030223	0.16051246	0.06271538	0.16987267
ZNF385B	0.13138159	0.14822154	0.09631855	0.12292685
AC112770.1	0.04093534	0.10897424	0.07962668	0.09517646
KCNQ5	0.2355053	0.10620764	0.10791462	0.44273654
DLGAP1	0.20034565	0.2025485	0.1216804	0.19849907
SERPINE1	0.79195637	0.7064449	0.9159183	1.045591
CDH2	0.05735416	0.14999487	0.06027214	0.3966378
DNAH9	0.1640923	0.11998423	0.13416065	0.17189217
SCEL	0.25851202	0.24733606	0.0709046	0.17341578
LRRIQ1	0.22301725	0.17878771	0.25635186	0.22860949
NEK10	0.22184654	0.12697515	0.15934162	0.29517958
PLD5	0.074284524	0.04509468	0.054720875	0.39322203
HPSE2	0.108912654	0.32109714	0.23001713	0.3941282
FRMD5	0.09486432	0.1760528	0.05940183	0.35604954
AC046195.1	0.2496477	0.13044968	0.052648656	0.14399853
TMEM232	0.18287659	0.24965228	0.1669522	0.19397438
CCL21	0.11431965	0.29319268	0.09125839	0.22392826
IGHD	0.14725552	0.1614036	0.3581051	0.14671025
PRB4	0.19322583	0.2979161	0.82859623	0.22985367
ACOXL	0.3236588	0.17533362	0.03411046	0.13816115
DKK2	0.15367402	0.20040172	0.05457653	0.15541077
LRRTM4	0.13668966	0.095564306	0.14446788	0.10040208
SFTPB	0.046423182	0.055052232	0.16285512	0.038045093
KCNIP4	0.25054884	0.17466244	0.16426006	0.17701538
CEMIP	0.17725277	0.21717653	0.20355466	0.33020955
LINC02388	0.11189224	0.011249227	0.015440665	0.36978525
P3H2	0.23369527	0.0793267	0.08647489	0.11803752
NEAT1	0.11892764	0.071257494	0.31133133	0.1093009
PGC	0.15653513	0.21171841	0.10515207	0.27389938
SYT14	0.0657701	0.027173912	0.0023207655	0.113047436
ZPLD1	0.073687665	0.096227616	0.012596026	0.16237174
CMAHP	0.20485789	0.216456	0.1437543	0.16644035
LINC01811	0.29725105	0.05032439	0.09872158	0.061839912
ITGA2	0.20629995	0.28326583	0.14609206	0.4601503
COL8A1	0.1842985	0.20812769	0.108547054	0.14280964
TTN	0.34369054	0.304258	0.18142654	0.21951741
SPAG16	0.29236606	0.23316872	0.20410378	0.26804298
CDHR3	0.11355469	0.14601348	0.20167014	0.19435857
CPM	0.41002354	0.292917	0.119487464	0.2801424
PACRG	0.22681199	0.16796812	0.09639322	0.19931953
LYZ	0.080243364	0.2696437	0.6159667	0.20611438
ANK3	0.12997028	0.18940438	0.19386877	0.11826672
ABCA3	0.28987262	0.13871853	0.08692158	0.15044388
ADAMTSL1	0.16291729	0.17864628	0.16262476	0.27938563
DCDC1	0.17459343	0.20579629	0.12097915	0.19857933
CDC20B	0.08212725	0.03798594	0.053968288	0.07791272
KIF26B	0.14939806	0.34762114	0.21650837	0.37818664
LINC02889	0.22586063	0.30018407	0.094219364	0.17863792
GDF15	0.059844162	0.2720174	0.18037912	0.25127017
MEGF9	0.3258351	0.22943644	0.104558684	0.2901348
ACTG2	0.06397246	0.11537955	0.0037379004	0.12660941
KHDRBS2	0.85540223	0.9569741	0.8905728	0.97398406
PRB3	0.19963893	0.44777298	1.1184559	0.21854343
SFTPA1	0.36314806	0.35078564	0.19809031	0.22885633
MIR924HG	0.21161701	0.13796498	0.04816058	0.1345713
AC007368.1	0.050292358	0.113033675	0.014510686	0.13301395
PDE4D	0.033769675	0.03423254	0.14157914	0.022623537
LINC01705	0.029973747	0.0019051483	0.013318178	0.041832417
CFAP54	0.29265517	0.30770898	0.18583396	0.21398379
TIMP3	0.54772043	0.7538798	0.5871445	0.71359456
DNAH3	0.097872704	0.045584586	0.07698589	0.1666988
SNX25	0.25647974	0.19984485	0.07847552	0.17231815
ROBO2	0.2897335	0.23310612	0.24546526	0.28716698
SLC6A14	0.2626125	0.17487715	0.03472958	0.18564577
VSIG1	0.02345354	0.031015668	0.022395164	0.0477843
ALOX15B	0.13166416	0.030878862	0.05224139	0.124671265
KAZN	0.14126492	0.22983171	0.117591195	0.17550267
STAP1	0.053892624	0.0013166717	0.018039854	0.077100575
KCND2	0.062081423	0.08874209	0.03819698	0.29991093
LINC00578	0.20708898	0.20137306	0.08423415	0.3791855
CR2	0.013383596	0.0006553264	0.017110892	0.04997507
AC027288.3	0.26572832	0.20266744	0.060561705	0.15508744
ITGB8	0.16134821	0.27619258	0.16281736	0.3332986
SGPP2	0.11877176	0.13138027	0.063682206	0.17780119
STK33	0.23571661	0.21047422	0.17723253	0.27882573
AC009133.1	0.14512782	0.08479065	0.033066344	0.16662586
CASC15	0.4153568	0.6923894	0.4679806	0.67590386
LAMC2	0.097820684	0.083602816	0.04363803	0.10840971
CADM1	0.2760689	0.3072021	0.113711946	0.23294182
HHIP	0.49385986	0.099701986	0.032157063	0.1911249
EYA4	0.15283395	0.23457627	0.125435	0.23844856
LMNTD1	0.1231651	0.1203039	0.10097603	0.1966112
SLC30A8	0.097642265	0.08392404	0.058174353	0.12646468
FAM155A	0.21362175	0.20433712	0.13883525	0.20452319
VEPH1	0.4186704	0.2510527	0.07417979	0.19733009
CP	0.11242325	0.15262769	0.09350559	0.24653815
NOL4	0.023146378	0.017322969	0.020415584	0.099063896
LINC01937	0.12263042	0.108903944	0.08327723	0.1165061
MUC5B	0.06906933	0.092615135	0.28447232	0.28820935
CHST9	0.13494043	0.19820586	0.15035014	0.24037509
RTKN2	0.5027877	0.27649277	0.15284622	0.2531865
TRIM5	0.10489452	0.10513753	0.2601679	0.24916296
ERICH3	0.15985052	0.17883988	0.16143559	0.09269898
CFAP46	0.1146828	0.021388724	0.088975936	0.12358884
