gene	stage0	stage1	stage2	stage3
NTM	0.2981256	0.23078054	0.19450663	0.22226274
GPC5	0.075365484	0.17025948	0.10993121	0.1280261
CFAP299	0.10527949	0.20054707	0.191874	0.20571904
SCGB1A1	0.30543947	0.4781521	0.35945395	0.48557636
BPIFB1	0.07906342	0.3965154	0.4061403	0.44098103
CPA6	0.017606221	0.055299632	0.116880916	0.24371527
NRG1	0.40572974	0.4231945	0.44415978	0.4379446
TMEM132D	0.04690742	0.21092275	0.18617672	0.24144454
MACROD2	0.7562549	0.64682335	0.64640164	0.62706655
PKN2-AS1	0.08658975	0.23845337	0.22624901	0.17421451
AC004470.2	0.2021817	0.13473895	0.39958638	0.31551602
AGBL4	0.16218182	0.19223388	0.19434121	0.2165314
TNC	0.7784012	0.6291302	0.57673734	0.8633186
LRRK2	0.21372412	0.18335201	0.120870985	0.2006713
PTPRT	0.13144904	0.108656436	0.12976594	0.2649422
PCSK2	0.03404932	0.15494108	0.107582316	0.10853973
EREG	0.15134533	0.30602247	0.06601836	0.10842202
DNAH12	0.11084376	0.23822556	0.18675768	0.2922502
AGBL1	0.20398737	0.18102711	0.16496035	0.1302248
NCKAP5	0.19648878	0.22467387	0.18129861	0.22255485
NELL1	0.104292005	0.16426796	0.17439438	0.30713028
CCDC141	0.12188404	0.15928529	0.09780889	0.097660646
SCGB3A1	0.10224602	0.52370477	0.38878238	0.34917012
MGC27382	0.09512672	0.13463111	0.11415525	0.12826969
SFTPC	0.2603107	0.17131457	0.1424764	0.28282142
RIMS1	0.182336	0.12932625	0.27957624	0.3009584
TP63	0.069942854	0.2496228	0.1315891	0.47825122
ELN	0.8180455	1.4640375	1.4132934	0.68141145
RP1	0.16334331	0.1861662	0.21723485	0.3134596
TMEM163	0.11776205	0.22104278	0.09163679	0.15042466
ZNF385B	0.15024465	0.21326655	0.16975051	0.17100063
AC112770.1	0.004958013	0.060731042	0.05036176	0.12382225
KCNQ5	0.27381963	1.361964	1.2421799	0.5087928
DLGAP1	0.14820625	0.16902222	0.20114301	0.19057254
SERPINE1	0.2683029	1.0683477	0.84817535	0.4316263
CDH2	0.5059328	0.44295284	0.17356843	0.87139475
DNAH9	0.12879571	0.15194647	0.15733697	0.23262812
SCEL	0.15935542	0.17801079	0.14491613	0.07461412
LRRIQ1	0.1740365	0.22116388	0.19090131	0.3138757
NEK10	0.13083343	0.13327499	0.1742774	0.22809613
PLD5	0.41351178	0.29780734	0.32378274	0.62461823
HPSE2	1.6663854	1.8400419	1.6245372	1.3640116
FRMD5	0.2926005	0.5301302	0.36711064	0.6270714
AC046195.1	0.18183914	0.04534944	0.088039435	0.10698486
TMEM232	0.16430315	0.29085362	0.216238	0.24987394
CCL21	0.017537842	0.21785697	0.10263525	0.09261989
IGHD	0.12847434	0.12910526	0.13016212	0.12677851
PRB4	0.0019504145	0.23132929	0.5689432	0.0064406316
ACOXL	0.14223519	0.15774496	0.12002731	0.10089968
DKK2	0.0870887	0.13027471	0.092517346	0.10708078
LRRTM4	0.2635839	1.8835937	1.8438641	0.2639139
SFTPB	0.13466626	0.14979354	0.13447128	0.16742004
KCNIP4	0.4130527	0.25410482	0.24466155	0.33692476
CEMIP	0.09224101	0.14006642	0.33249897	0.17761585
LINC02388	0.6403434	1.6903547	0.8270666	0.82450426
P3H2	0.15923212	0.120646425	0.15065204	0.21755064
NEAT1	0.31817976	0.1262012	0.21248099	0.27208096
PGC	0.09901327	0.21760389	0.028971165	0.13531013
SYT14	0.664964	0.6936316	0.8800705	0.7159431
ZPLD1	0.6055121	0.28399625	0.4620005	0.56754035
CMAHP	0.18926911	0.27905747	0.38044956	0.3354533
LINC01811	0.17332166	0.055192534	0.12504882	0.054117
ITGA2	0.17873743	0.32233977	0.41479188	0.42499495
COL8A1	0.22281328	0.4526364	0.29310453	0.22848663
TTN	0.19455945	0.27106458	0.2520645	0.22097956
SPAG16	0.18968089	0.22751933	0.32067886	0.24188215
CDHR3	0.13143978	0.2024282	0.17728704	0.2594896
CPM	0.3843241	0.34993753	0.24429534	0.46833718
PACRG	0.084058166	0.1493856	0.08324904	0.19275363
LYZ	0.12321331	0.3823265	0.71183634	0.30073172
ANK3	0.08784306	0.17440622	0.0956031	0.105769835
ABCA3	0.17025837	0.13062851	0.08361984	0.086654335
ADAMTSL1	0.52153474	0.36545116	0.36757353	0.37561083
DCDC1	0.20596156	0.17027184	0.14526111	0.24114382
CDC20B	0.07480747	0.012546318	0.024754766	0.07410333
KIF26B	0.1486092	0.1882352	0.1776687	0.43846172
LINC02889	0.13307333	0.25669247	0.13354999	0.1933415
GDF15	0.0430857	0.06495518	0.052714236	0.12266796
MEGF9	0.19178563	0.23330288	0.21119277	0.25085783
ACTG2	5.403623	2.3301778	3.0761454	4.3763485
KHDRBS2	0.08003022	0.2138717	0.12282182	0.108519204
PRB3	0.041738052	0.23159802	0.5664359	0.049744062
SFTPA1	0.22022022	0.30001906	0.16275088	0.20902874
MIR924HG	0.26493993	0.3822461	0.14817008	0.22776462
AC007368.1	0.003966713	0.09012954	0.10446874	0.23352458
PDE4D	0.1225983	0.08479294	0.122396804	0.07004083
LINC01705	0.017116137	0.09747756	0.090162255	0.081005126
CFAP54	0.0984551	0.22018105	0.23410383	0.2326379
TIMP3	0.25473836	0.20251484	0.229656	0.28471696
DNAH3	0.16346027	0.0397453	0.24882364	0.22975364
SNX25	0.1462997	0.26061538	0.14593354	0.1597024
ROBO2	0.23561019	0.9104041	0.82523924	0.37612888
SLC6A14	0.08145335	0.29669932	0.3071701	0.088262156
VSIG1	0.0058621867	0.019410206	0.023312747	0.0561887
ALOX15B	0.045887455	0.11792189	0.059742015	0.07583237
KAZN	0.13329397	0.13111532	0.20845866	0.25303322
STAP1	0.09732146	0.01630754	0.09959441	0.0642035
KCND2	0.231362	0.25909817	0.30022514	0.35763413
LINC00578	2.0889764	1.4424927	1.8006586	1.728575
CR2	0.0068276683	0.08352937	0.057273526	0.041625522
AC027288.3	0.20340647	0.23382403	0.17353648	0.18496156
ITGB8	0.21314968	0.34775338	0.22414373	0.31505662
SGPP2	0.110930994	0.22857384	0.11147988	0.15692557
STK33	0.23835142	0.35323787	0.33517388	0.34567544
AC009133.1	0.16094103	0.092693344	0.047158934	0.16182482
CASC15	0.5105434	0.8194737	0.6562853	0.575703
LAMC2	0.094341055	0.0916479	0.19949266	0.21563293
CADM1	0.18686514	0.20875165	0.17467134	0.24179053
HHIP	0.2044824	0.09964693	0.09047046	0.0707152
EYA4	0.309892	0.6984193	0.58658093	0.28768373
LMNTD1	0.061137225	0.11692475	0.12988968	0.2054952
SLC30A8	0.020400379	0.0986876	0.079046436	0.12794629
FAM155A	0.1992229	0.37292075	0.31097502	0.29730433
VEPH1	0.1614649	0.1915186	0.12586105	0.16566482
CP	0.09769693	0.1619531	0.148722	0.25496906
NOL4	0.009991631	0.018153979	0.089762904	0.03428193
LINC01937	0.053086225	0.11507614	0.12060927	0.13029553
MUC5B	0.058601514	0.18039857	0.3721856	0.30759358
CHST9	0.0733071	0.21542057	0.2603047	0.21716195
RTKN2	0.17747071	0.21534975	0.2060337	0.070106655
TRIM5	0.048784643	0.13733248	0.108062714	0.061634358
ERICH3	0.07494496	0.22497466	0.063445434	0.24254394
CFAP46	0.03000212	0.17264281	0.06633614	0.17461987
GPRC5D-AS1	0.11567315	0.25721002	0.29784453	0.18191695
MUC5AC	0.08652632	0.091187	0.57596135	0.1995119
DMBT1	0.033325348	0.22030759	0.16454472	0.15533565
LINC01170	0.04429351	0.16726881	0.072016016	0.056584932
RELN	0.04352479	0.058245108	0.039489362	0.12607096
LANCL1-AS1	0.12772162	0.13488199	0.057286214	0.07412694
DNAH11	0.19768156	0.18499285	0.11695051	0.22822855
ATP11A	0.14893694	0.20844762	0.13100676	0.15558447
ZNF385D	2.121696	1.1806791	1.612516	1.661008
MACC1	0.17225912	0.25318107	0.21036962	0.2184423
AL445584.2	0.060976245	0.045811314	0.015867967	0.209056
TMEM164	0.1925579	0.26763576	0.18754704	0.26186216
AC083837.1	0.15982439	0.20788902	0.2798747	0.29411352
HYDIN	0.103104725	0.17797834	0.111945964	0.1377891
SFTPA2	0.24890298	0.3473184	0.16317311	0.21373112
SLC5A8	0.059277706	0.014103809	0.10258521	0.08944811
BPIFA1	0.040454876	0.14455564	0.2286756	0.24658032
CACNA1A	0.14090122	0.30791596	0.2278998	0.33840927
MYO16	0.04306546	0.22705673	0.0125037115	0.25673577
CFAP47	0.06071446	0.1227695	0.12621193	0.22736722
CUX2	0.23259889	0.19540444	0.19778347	0.3574701
AHR	0.20881708	0.24420115	0.10048349	0.2684861
